SI,DateAndTime,SolarPower,DayGenneration,TotalGenneration,CUF,,
2047,28-12-2023 18:50,0,301.1,7276.4,15.68,,
2048,28-12-2023 18:55,0,301.1,7276.4,15.68,,
2049,29-12-2023 06:00,0,0,7276.4,0,,
2050,29-12-2023 06:05,0,0,7276.4,0,,
2051,29-12-2023 06:10,0,0,7276.4,0,,
2052,29-12-2023 06:15,0,0,7276.4,0,,
2053,29-12-2023 06:20,0,0,7276.4,0,,
2054,29-12-2023 06:25,0,0,7276.4,0,,
2055,29-12-2023 06:30,0,0,7276.4,0,,
2056,29-12-2023 06:35,0,0,7276.4,0,,
2057,29-12-2023 06:40,0,0,7276.4,0,,
2058,29-12-2023 06:45,0,0,7276.4,0,,
2059,29-12-2023 06:50,0,0,7276.4,0,,
2060,29-12-2023 06:55,0,0,7276.4,0,,
2061,29-12-2023 07:00,0,0,7276.4,0,,
2062,29-12-2023 07:05,0.07,0,7276.4,0,,
2063,29-12-2023 07:10,0.32,0,7276.4,0,,
2064,29-12-2023 07:15,0.68,0,7276.4,0,,
2065,29-12-2023 07:20,1.04,0,7276.4,0,,
2066,29-12-2023 07:25,1.35,0.1,7276.5,0.01,,
2067,29-12-2023 07:30,2,0.2,7276.6,0.01,,
2068,29-12-2023 07:35,2.26,0.4,7276.8,0.02,,
2069,29-12-2023 07:40,3.03,0.6,7277,0.03,,
2070,29-12-2023 07:45,3.67,0.8,7277.2,0.04,,
2071,29-12-2023 07:50,4.37,1.2,7277.6,0.06,,
2072,29-12-2023 07:55,5,1.6,7278,0.08,,
2073,29-12-2023 08:00,5.79,2.1,7278.5,0.11,,
2074,29-12-2023 08:05,6.34,2.6,7279,0.14,,
2075,29-12-2023 08:10,7.27,3.1,7279.5,0.16,,
2076,29-12-2023 08:15,7.58,3.7,7280.1,0.19,,
2077,29-12-2023 08:20,9.63,4.4,7280.8,0.23,,
2078,29-12-2023 08:25,9.94,5.3,7281.7,0.28,,
2079,29-12-2023 08:30,9.62,6,7282.4,0.31,,
2080,29-12-2023 08:35,12.56,6.9,7283.3,0.36,,
2081,29-12-2023 08:40,13.75,7.9,7284.3,0.41,,
2082,29-12-2023 08:45,14.08,9.2,7285.6,0.48,,
2083,29-12-2023 08:50,15.56,10.3,7286.7,0.54,,
2084,29-12-2023 08:55,13.83,11.8,7288.2,0.61,,
2085,29-12-2023 09:00,17.15,13.1,7289.5,0.68,,
2086,29-12-2023 09:05,16.92,14.5,7290.9,0.76,,
2087,29-12-2023 09:10,18.27,16,7292.4,0.83,,
2088,29-12-2023 09:15,20.21,17.7,7294.1,0.92,,
2089,29-12-2023 09:20,20.75,19.3,7295.7,1.01,,
2090,29-12-2023 09:25,21.36,21.1,7297.5,1.1,,
2091,29-12-2023 09:30,22.07,22.9,7299.3,1.19,,
2092,29-12-2023 09:35,24.86,24.8,7301.2,1.29,,
2093,29-12-2023 09:40,23.93,26.9,7303.3,1.4,,
2094,29-12-2023 09:45,27.14,29.2,7305.6,1.52,,
2095,29-12-2023 09:50,26.11,31.3,7307.7,1.63,,
2096,29-12-2023 09:55,27.84,33.7,7310.1,1.76,,
2097,29-12-2023 10:00,28.48,36,7312.4,1.88,,
2098,29-12-2023 10:05,29.29,38.4,7314.8,2,,
2099,29-12-2023 10:10,31.4,40.9,7317.3,2.13,,
2100,29-12-2023 10:15,30.56,43.6,7320,2.27,,
2101,29-12-2023 10:20,32.57,46.1,7322.5,2.4,,
2102,29-12-2023 10:25,34.35,49.1,7325.5,2.56,,
2103,29-12-2023 10:30,35.08,52,7328.4,2.71,,
2104,29-12-2023 10:35,35.94,55,7331.4,2.86,,
2105,29-12-2023 10:40,40.34,58,7334.4,3.02,,
2106,29-12-2023 10:45,38.4,61.3,7337.7,3.19,,
2107,29-12-2023 10:50,39.91,64.7,7341.1,3.37,,
2108,29-12-2023 10:55,39.07,68.1,7344.5,3.55,,
2109,29-12-2023 11:00,40.99,71.5,7347.9,3.72,,
2110,29-12-2023 11:05,40.29,75,7351.4,3.91,,
2111,29-12-2023 11:10,42.73,78.4,7354.8,4.08,,
2112,29-12-2023 11:15,42.28,81.9,7358.3,4.27,,
2113,29-12-2023 11:20,44.7,85.6,7362,4.46,,
2114,29-12-2023 11:25,42.78,89.2,7365.6,4.65,,
2115,29-12-2023 11:30,44.64,93.1,7369.5,4.85,,
2116,29-12-2023 11:35,45.31,96.7,7373.1,5.04,,
2117,29-12-2023 11:40,47.12,100.6,7377,5.24,,
2118,29-12-2023 11:45,46.38,104.5,7380.9,5.44,,
2119,29-12-2023 11:50,47.47,108.4,7384.8,5.65,,
2120,29-12-2023 11:55,46.63,112.4,7388.8,5.85,,
2121,29-12-2023 12:00,49.31,116.3,7392.7,6.06,,
2122,29-12-2023 12:05,49.98,120.4,7396.8,6.27,,
2123,29-12-2023 12:10,49.19,124.8,7401.2,6.5,,
2124,29-12-2023 12:15,49.78,128.9,7405.3,6.71,,
2125,29-12-2023 12:20,50.6,132.9,7409.3,6.92,,
2126,29-12-2023 12:25,49.58,137.4,7413.8,7.16,,
2127,29-12-2023 12:30,50.66,141.4,7417.8,7.36,,
2128,29-12-2023 12:35,52.39,145.8,7422.2,7.59,,
2129,29-12-2023 12:40,50.76,150.1,7426.5,7.82,,
2130,29-12-2023 12:45,50.99,154.4,7430.8,8.04,,
2131,29-12-2023 12:50,52.06,158.7,7435.1,8.27,,
2132,29-12-2023 12:55,51.34,163,7439.4,8.49,,
2133,29-12-2023 13:00,50.92,167.5,7443.9,8.72,,
2134,29-12-2023 13:05,51.47,171.7,7448.1,8.94,,
2135,29-12-2023 13:10,49.31,176.2,7452.6,9.18,,
2136,29-12-2023 13:15,50.74,178.7,7455.1,9.31,,
2137,29-12-2023 13:20,49.57,182.9,7459.3,9.53,,
2138,29-12-2023 13:25,48.75,187.2,7463.6,9.75,,
2139,29-12-2023 13:30,48.08,191.2,7467.6,9.96,,
2140,29-12-2023 13:35,50.2,195.3,7471.7,10.17,,
2141,29-12-2023 13:40,49.49,199.6,7476,10.4,,
2142,29-12-2023 13:45,47.58,203.6,7480,10.6,,
2143,29-12-2023 13:50,48.24,207.7,7484.1,10.82,,
2144,29-12-2023 13:55,48.17,211.8,7488.2,11.03,,
2145,29-12-2023 14:00,47.09,215.8,7492.2,11.24,,
2146,29-12-2023 14:05,46.67,219.7,7496.1,11.44,,
2147,29-12-2023 14:10,46.23,223.5,7499.9,11.64,,
2148,29-12-2023 14:15,44.06,227.3,7503.7,11.84,,
2149,29-12-2023 14:20,45.18,231.1,7507.5,12.04,,
2150,29-12-2023 14:25,43.56,234.6,7511,12.22,,
2151,29-12-2023 14:30,41.73,238.2,7514.6,12.41,,
2152,29-12-2023 14:35,41.38,241.7,7518.1,12.59,,
2153,29-12-2023 14:40,39.99,245.1,7521.5,12.77,,
2154,29-12-2023 14:45,39.05,248.4,7524.8,12.94,,
2155,29-12-2023 14:50,38.03,251.7,7528.1,13.11,,
2156,29-12-2023 14:55,37.88,254.8,7531.2,13.27,,
2157,29-12-2023 15:00,36.82,258,7534.4,13.44,,
2158,29-12-2023 15:05,34.52,261,7537.4,13.59,,
2159,29-12-2023 15:10,33.22,263.9,7540.3,13.74,,
2160,29-12-2023 15:15,32.44,266.7,7543.1,13.89,,
2161,29-12-2023 15:20,31.64,269.3,7545.7,14.03,,
2162,29-12-2023 15:25,30.84,272,7548.4,14.17,,
2163,29-12-2023 15:30,28.7,274.5,7550.9,14.3,,
2164,29-12-2023 15:35,29.02,276.8,7553.2,14.42,,
2165,29-12-2023 15:40,27.23,279.3,7555.7,14.55,,
2166,29-12-2023 15:45,25.61,281.6,7558,14.67,,
2167,29-12-2023 15:50,24.24,283.6,7560,14.77,,
2168,29-12-2023 15:55,23.47,285.6,7562,14.88,,
2169,29-12-2023 16:00,22.52,287.5,7563.9,14.97,,
2170,29-12-2023 16:05,20.53,289.4,7565.8,15.07,,
2171,29-12-2023 16:10,19.22,291.1,7567.5,15.16,,
2172,29-12-2023 16:15,18.07,292.6,7569,15.24,,
2173,29-12-2023 16:20,17.14,294.2,7570.6,15.32,,
2174,29-12-2023 16:25,15.81,295.5,7571.9,15.39,,
2175,29-12-2023 16:30,14.49,296.8,7573.2,15.46,,
2176,29-12-2023 16:35,13.27,297.9,7574.3,15.52,,
2177,29-12-2023 16:40,12.17,299,7575.4,15.57,,
2178,29-12-2023 16:45,11.1,300,7576.4,15.63,,
2179,29-12-2023 16:50,9.68,300.9,7577.3,15.67,,
2180,29-12-2023 16:55,8.09,301.5,7577.9,15.7,,
2181,29-12-2023 17:00,6.94,302.2,7578.6,15.74,,
2182,29-12-2023 17:05,6.09,302.7,7579.1,15.77,,
2183,29-12-2023 17:10,5.3,303.2,7579.6,15.79,,
2184,29-12-2023 17:15,4.38,303.6,7580,15.81,,
2185,29-12-2023 17:20,3.68,303.9,7580.3,15.83,,
2186,29-12-2023 17:25,2.65,304.3,7580.7,15.85,,
2187,29-12-2023 17:30,2.27,304.5,7580.9,15.86,,
2188,29-12-2023 17:35,1.81,304.6,7581,15.86,,
2189,29-12-2023 17:40,1.52,304.8,7581.2,15.88,,
2190,29-12-2023 17:45,1.2,304.9,7581.3,15.88,,
2191,29-12-2023 17:50,0.85,305,7581.4,15.89,,
2192,29-12-2023 17:55,0.58,305.1,7581.5,15.89,,
2193,29-12-2023 18:00,0.32,305.1,7581.5,15.89,,
2194,29-12-2023 18:05,0.15,305.1,7581.5,15.89,,
2195,29-12-2023 18:10,0.02,305.1,7581.5,15.89,,
2196,29-12-2023 18:15,0.02,305.1,7581.5,15.89,,
2197,29-12-2023 18:20,0.02,305.1,7581.5,15.89,,
2198,29-12-2023 18:25,0.02,305.1,7581.5,15.89,,
2199,29-12-2023 18:30,0.02,305.1,7581.5,15.89,,
2200,29-12-2023 18:35,0,305.1,7581.5,15.89,,
2201,29-12-2023 18:40,0,305.1,7581.5,15.89,,
2202,29-12-2023 18:45,0,305.1,7581.5,15.89,,
2203,29-12-2023 18:50,0,305.1,7581.5,15.89,,
2204,29-12-2023 18:55,0,305.1,7581.5,15.89,,
2205,30-12-2023 06:00,0,0,7581.5,0,,
2206,30-12-2023 06:05,0,0,7581.5,0,,
2207,30-12-2023 06:10,0,0,7581.5,0,,
2208,30-12-2023 06:15,0,0,7581.5,0,,
2209,30-12-2023 06:20,0,0,7581.5,0,,
2210,30-12-2023 06:25,0,0,7581.5,0,,
2211,30-12-2023 06:30,0,0,7581.5,0,,
2212,30-12-2023 06:35,0,0,7581.5,0,,
2213,30-12-2023 06:40,0,0,7581.5,0,,
2214,30-12-2023 06:45,0,0,7581.5,0,,
2215,30-12-2023 06:50,0,0,7581.5,0,,
2216,30-12-2023 06:55,0,0,7581.5,0,,
2217,30-12-2023 07:00,0,0,7581.5,0,,
2218,30-12-2023 07:05,0.12,0,7581.5,0,,
2219,30-12-2023 07:10,0.31,0,7581.5,0,,
2220,30-12-2023 07:15,0.56,0,7581.5,0,,
2221,30-12-2023 07:20,0.93,0,7581.5,0,,
2222,30-12-2023 07:25,1.29,0.1,7581.6,0.01,,
2223,30-12-2023 07:30,1.71,0.2,7581.7,0.01,,
2224,30-12-2023 07:35,2.19,0.4,7581.9,0.02,,
2225,30-12-2023 07:40,2.71,0.5,7582,0.03,,
2226,30-12-2023 07:45,3.25,0.8,7582.3,0.04,,
2227,30-12-2023 07:50,3.86,1,7582.5,0.05,,
2228,30-12-2023 07:55,4.6,1.5,7583,0.08,,
2229,30-12-2023 08:00,5.39,1.9,7583.4,0.1,,
2230,30-12-2023 08:05,6.37,2.3,7583.8,0.12,,
2231,30-12-2023 08:10,7.35,3,7584.5,0.16,,
2232,30-12-2023 08:15,8.34,3.5,7585,0.18,,
2233,30-12-2023 08:20,9.36,4.4,7585.9,0.23,,
2234,30-12-2023 08:25,10.1,5.1,7586.6,0.27,,
2235,30-12-2023 08:30,10.89,6,7587.5,0.31,,
2236,30-12-2023 08:35,11.98,6.9,7588.4,0.36,,
2237,30-12-2023 08:40,12.95,8.1,7589.6,0.42,,
2238,30-12-2023 08:45,14.14,9.1,7590.6,0.47,,
2239,30-12-2023 08:50,15.12,10.4,7591.9,0.54,,
2240,30-12-2023 08:55,16.17,11.7,7593.2,0.61,,
2241,30-12-2023 09:00,17.3,13,7594.5,0.68,,
2242,30-12-2023 09:05,18.3,14.6,7596.1,0.76,,
2243,30-12-2023 09:10,19.27,16.2,7597.7,0.84,,
2244,30-12-2023 09:15,20.87,17.9,7599.4,0.93,,
2245,30-12-2023 09:20,21.6,19.7,7601.2,1.03,,
2246,30-12-2023 09:25,23.13,21.6,7603.1,1.13,,
2247,30-12-2023 09:30,25.24,23.6,7605.1,1.23,,
2248,30-12-2023 09:35,26.14,25.7,7607.2,1.34,,
2249,30-12-2023 09:40,27.68,27.9,7609.4,1.45,,
2250,30-12-2023 09:45,25.66,30.2,7611.7,1.57,,
2251,30-12-2023 09:50,28.54,32.7,7614.2,1.7,,
2252,30-12-2023 09:55,30.19,35.1,7616.6,1.83,,
2253,30-12-2023 10:00,31.13,37.6,7619.1,1.96,,
2254,30-12-2023 10:05,31.52,40.3,7621.8,2.1,,
2255,30-12-2023 10:10,32.98,43,7624.5,2.24,,
2256,30-12-2023 10:15,33.93,45.8,7627.3,2.39,,
2257,30-12-2023 10:20,34.77,48.6,7630.1,2.53,,
2258,30-12-2023 10:25,36.05,51.6,7633.1,2.69,,
2259,30-12-2023 10:30,35.16,54.6,7636.1,2.84,,
2260,30-12-2023 10:35,37.25,57.7,7639.2,3.01,,
2261,30-12-2023 10:40,36.04,60.8,7642.3,3.17,,
2262,30-12-2023 10:45,38.22,64.1,7645.6,3.34,,
2263,30-12-2023 10:50,39.24,67.2,7648.7,3.5,,
2264,30-12-2023 10:55,39.33,70.5,7652,3.67,,
2265,30-12-2023 11:00,40.28,73.9,7655.4,3.85,,
2266,30-12-2023 11:05,40.54,77.2,7658.7,4.02,,
2267,30-12-2023 11:10,40.86,80.6,7662.1,4.2,,
2268,30-12-2023 11:15,40.62,84,7665.5,4.38,,
2269,30-12-2023 11:20,42.5,87.7,7669.2,4.57,,
2270,30-12-2023 11:25,43.38,91.2,7672.7,4.75,,
2271,30-12-2023 11:30,43.97,94.9,7676.4,4.94,,
2272,30-12-2023 11:35,43.39,98.6,7680.1,5.14,,
2273,30-12-2023 11:40,43.12,102.1,7683.6,5.32,,
2274,30-12-2023 11:45,43.36,105.9,7687.4,5.52,,
2275,30-12-2023 11:50,46.03,109.5,7691,5.7,,
2276,30-12-2023 11:55,45.11,113.4,7694.9,5.91,,
2277,30-12-2023 12:00,45.54,117.3,7698.8,6.11,,
2278,30-12-2023 12:05,49.42,121.1,7702.6,6.31,,
2279,30-12-2023 12:10,49.61,125.4,7706.9,6.53,,
2280,30-12-2023 12:15,47.73,129.4,7710.9,6.74,,
2281,30-12-2023 12:20,48.03,133.4,7714.9,6.95,,
2282,30-12-2023 12:25,48.24,137.6,7719.1,7.17,,
2283,30-12-2023 12:30,49.79,141.6,7723.1,7.38,,
2284,30-12-2023 12:35,47.68,145.6,7727.1,7.58,,
2285,30-12-2023 12:40,48.96,149.7,7731.2,7.8,,
2286,30-12-2023 12:45,49.26,153.7,7735.2,8.01,,
2287,30-12-2023 12:50,47.08,157.9,7739.4,8.22,,
2288,30-12-2023 12:55,45.86,161.7,7743.2,8.42,,
2289,30-12-2023 13:00,46.22,165.6,7747.1,8.63,,
2290,30-12-2023 13:05,47.44,169.5,7751,8.83,,
2291,30-12-2023 13:10,48.16,173.5,7755,9.04,,
2292,30-12-2023 13:15,46.52,177.4,7758.9,9.24,,
2293,30-12-2023 13:20,46.94,181.4,7762.9,9.45,,
2294,30-12-2023 13:25,47.37,185.4,7766.9,9.66,,
2295,30-12-2023 13:30,47.85,189.3,7770.8,9.86,,
2296,30-12-2023 13:35,43.76,193.2,7774.7,10.06,,
2297,30-12-2023 13:40,41.79,196.5,7778,10.23,,
2298,30-12-2023 13:45,39.11,199.9,7781.4,10.41,,
2299,30-12-2023 13:50,38.12,203.2,7784.7,10.58,,
2300,30-12-2023 13:55,35.94,206.4,7787.9,10.75,,
2301,30-12-2023 14:00,37.19,209.3,7790.8,10.9,,
2302,30-12-2023 14:05,38.58,212.5,7794,11.07,,
2303,30-12-2023 14:10,37.22,215.6,7797.1,11.23,,
2304,30-12-2023 14:15,37.42,219,7800.5,11.41,,
2305,30-12-2023 14:20,37.63,222.1,7803.6,11.57,,
2306,30-12-2023 14:25,35.77,225.2,7806.7,11.73,,
2307,30-12-2023 14:30,35.15,228.2,7809.7,11.89,,
2308,30-12-2023 14:35,34.68,231.1,7812.6,12.04,,
2309,30-12-2023 14:40,33.47,233.9,7815.4,12.18,,
2310,30-12-2023 14:45,33.05,236.8,7818.3,12.33,,
2311,30-12-2023 14:50,31.79,239.5,7821,12.47,,
2312,30-12-2023 14:55,30.68,242,7823.5,12.6,,
2313,30-12-2023 15:00,30.57,244.6,7826.1,12.74,,
2314,30-12-2023 15:05,28.39,247,7828.5,12.86,,
2315,30-12-2023 15:10,26.71,249.4,7830.9,12.99,,
2316,30-12-2023 15:15,26.44,251.6,7833.1,13.1,,
2317,30-12-2023 15:20,25.99,253.8,7835.3,13.22,,
2318,30-12-2023 15:25,24.25,256,7837.5,13.33,,
2319,30-12-2023 15:30,23.16,258,7839.5,13.44,,
2320,30-12-2023 15:35,22.28,259.8,7841.3,13.53,,
2321,30-12-2023 15:40,20.47,261.6,7843.1,13.63,,
2322,30-12-2023 15:45,19.42,263.2,7844.7,13.71,,
2323,30-12-2023 15:50,18.49,264.9,7846.4,13.8,,
2324,30-12-2023 15:55,18.17,266.4,7847.9,13.87,,
2325,30-12-2023 16:00,16.61,268,7849.5,13.96,,
2326,30-12-2023 16:05,15.94,269.3,7850.8,14.03,,
2327,30-12-2023 16:10,15.3,270.6,7852.1,14.09,,
2328,30-12-2023 16:15,14.53,271.8,7853.3,14.16,,
2329,30-12-2023 16:20,13.6,273,7854.5,14.22,,
2330,30-12-2023 16:25,12.69,274.1,7855.6,14.28,,
2331,30-12-2023 16:30,11.75,275.1,7856.6,14.33,,
2332,30-12-2023 16:35,10.98,276,7857.5,14.37,,
2333,30-12-2023 16:40,9.93,276.8,7858.3,14.42,,
2334,30-12-2023 16:45,9.36,277.7,7859.2,14.46,,
2335,30-12-2023 16:50,8.33,278.5,7860,14.51,,
2336,30-12-2023 16:55,7.12,279.1,7860.6,14.54,,
2337,30-12-2023 17:00,6.25,279.7,7861.2,14.57,,
2338,30-12-2023 17:05,5.55,280.2,7861.7,14.59,,
2339,30-12-2023 17:10,4.92,280.6,7862.1,14.61,,
2340,30-12-2023 17:15,4.25,281.1,7862.6,14.64,,
2341,30-12-2023 17:20,3.58,281.4,7862.9,14.66,,
2342,30-12-2023 17:25,2.88,281.6,7863.1,14.67,,
2343,30-12-2023 17:30,2.33,281.9,7863.4,14.68,,
2344,30-12-2023 17:35,2.02,282,7863.5,14.69,,
2345,30-12-2023 17:40,1.65,282.2,7863.7,14.7,,
2346,30-12-2023 17:45,1.24,282.4,7863.9,14.71,,
2347,30-12-2023 17:50,0.91,282.4,7863.9,14.71,,
2348,30-12-2023 17:55,0.62,282.5,7864,14.71,,
2349,30-12-2023 18:00,0.38,282.5,7864,14.71,,
2350,30-12-2023 18:05,0.14,282.5,7864,14.71,,
2351,30-12-2023 18:10,0.02,282.5,7864,14.71,,
2352,30-12-2023 18:15,0.01,282.5,7864,14.71,,
2353,30-12-2023 18:20,0,282.5,7864,14.71,,
2354,30-12-2023 18:25,0,282.5,7864,14.71,,
2355,30-12-2023 18:30,0,282.5,7864,14.71,,
2356,30-12-2023 18:35,0,282.5,7864,14.71,,
2357,30-12-2023 18:40,0,282.5,7864,14.71,,
2358,30-12-2023 18:45,0,282.5,7864,14.71,,
2359,30-12-2023 18:50,0,282.5,7864,14.71,,
2360,30-12-2023 18:55,0,282.5,7864,14.71,,
2361,31-12-2023 06:00,0,0,7864,0,,
2362,31-12-2023 06:05,0,0,7864,0,,
2363,31-12-2023 06:10,0,0,7864,0,,
2364,31-12-2023 06:15,0,0,7864,0,,
2365,31-12-2023 06:20,0,0,7864,0,,
2366,31-12-2023 06:25,0,0,7864,0,,
2367,31-12-2023 06:30,0,0,7864,0,,
2368,31-12-2023 06:35,0,0,7864,0,,
2369,31-12-2023 06:40,0,0,7864,0,,
2370,31-12-2023 06:45,0,0,7864,0,,
2371,31-12-2023 06:50,0,0,7864,0,,
2372,31-12-2023 06:55,0,0,7864,0,,
2373,31-12-2023 07:00,0,0,7864,0,,
2374,31-12-2023 07:05,0,0,7864,0,,
2375,31-12-2023 07:10,0.21,0,7864,0,,
2376,31-12-2023 07:15,0.39,0,7864,0,,
2377,31-12-2023 07:20,0.77,0,7864,0,,
2378,31-12-2023 07:25,1.11,0.1,7864.1,0.01,,
2379,31-12-2023 07:30,1.53,0.1,7864.1,0.01,,
2380,31-12-2023 07:35,1.96,0.3,7864.3,0.02,,
2381,31-12-2023 07:40,2.44,0.4,7864.4,0.02,,
2382,31-12-2023 07:45,3.01,0.7,7864.7,0.04,,
2383,31-12-2023 07:50,3.55,1,7865,0.05,,
2384,31-12-2023 07:55,4.19,1.4,7865.4,0.07,,
2385,31-12-2023 08:00,4.83,1.7,7865.7,0.09,,
2386,31-12-2023 08:05,5.71,2.1,7866.1,0.11,,
2387,31-12-2023 08:10,6.53,2.7,7866.7,0.14,,
2388,31-12-2023 08:15,7.34,3.1,7867.1,0.16,,
2389,31-12-2023 08:20,8.23,3.7,7867.7,0.19,,
2390,31-12-2023 08:25,9.13,4.6,7868.6,0.24,,
2391,31-12-2023 08:30,10.13,5.4,7869.4,0.28,,
2392,31-12-2023 08:35,11.03,6.2,7870.2,0.32,,
2393,31-12-2023 08:40,11.99,7.2,7871.2,0.38,,
2394,31-12-2023 08:45,13.15,8.2,7872.2,0.43,,
2395,31-12-2023 08:50,13.63,9.3,7873.3,0.48,,
2396,31-12-2023 08:55,14.93,10.5,7874.5,0.55,,
2397,31-12-2023 09:00,16.03,11.9,7875.9,0.62,,
2398,31-12-2023 09:05,16.76,13.4,7877.4,0.7,,
2399,31-12-2023 09:10,17.87,14.8,7878.8,0.77,,
2400,31-12-2023 09:15,19.47,16.4,7880.4,0.85,,
2401,31-12-2023 09:20,20.5,18,7882,0.94,,
2402,31-12-2023 09:25,21.49,19.8,7883.8,1.03,,
2403,31-12-2023 09:30,22.52,21.6,7885.6,1.13,,
2404,31-12-2023 09:35,23.36,23.5,7887.5,1.22,,
2405,31-12-2023 09:40,25.42,25.6,7889.6,1.33,,
2406,31-12-2023 09:45,26.27,27.7,7891.7,1.44,,
2407,31-12-2023 09:50,28.06,30.1,7894.1,1.57,,
2408,31-12-2023 09:55,28.36,32.4,7896.4,1.69,,
2409,31-12-2023 10:05,28.21,33.5,7897.5,1.74,,
2410,31-12-2023 10:10,28.85,35.9,7899.9,1.87,,
2411,31-12-2023 10:25,31.34,39.8,7903.8,2.07,,
2412,31-12-2023 10:35,33.43,41.3,7905.3,2.15,,
2413,31-12-2023 10:40,36.39,44.4,7908.4,2.31,,
2414,31-12-2023 10:45,37.02,47.5,7911.5,2.47,,
2415,31-12-2023 10:50,38.48,50.8,7914.8,2.65,,
2416,31-12-2023 10:55,39.68,54,7918,2.81,,
2417,31-12-2023 11:00,39.52,57.3,7921.3,2.98,,
2418,31-12-2023 11:05,39.76,60.7,7924.7,3.16,,
2419,31-12-2023 11:10,40.4,64.1,7928.1,3.34,,
2420,31-12-2023 11:15,41.13,67.4,7931.4,3.51,,
2421,31-12-2023 11:20,42.51,70.8,7934.8,3.69,,
2422,31-12-2023 11:25,42.01,74.4,7938.4,3.88,,
2423,31-12-2023 11:30,42.51,78.1,7942.1,4.07,,
2424,31-12-2023 11:35,43.58,81.6,7945.6,4.25,,
2425,31-12-2023 11:40,44.17,85.2,7949.2,4.44,,
2426,31-12-2023 11:45,44.24,89.1,7953.1,4.64,,
2427,31-12-2023 11:50,46.41,92.8,7956.8,4.83,,
2428,31-12-2023 11:55,43.88,96.7,7960.7,5.04,,
2429,31-12-2023 12:00,45.73,100.4,7964.4,5.23,,
2430,31-12-2023 12:05,47.2,104.3,7968.3,5.43,,
2431,31-12-2023 12:10,47.07,108.4,7972.4,5.65,,
2432,31-12-2023 12:15,47.25,112.3,7976.3,5.85,,
2433,31-12-2023 12:20,47.5,116.3,7980.3,6.06,,
2434,31-12-2023 12:25,46.77,120,7984,6.25,,
2435,31-12-2023 12:30,49.27,124.1,7988.1,6.46,,
2436,31-12-2023 12:35,49.75,128.3,7992.3,6.68,,
2437,31-12-2023 12:40,48,132.3,7996.3,6.89,,
2438,31-12-2023 12:45,49.18,136.6,8000.6,7.11,,
2439,31-12-2023 12:50,50.79,140.8,8004.8,7.33,,
2440,31-12-2023 12:55,48.51,144.8,8008.8,7.54,,
2441,31-12-2023 13:00,47.9,148.9,8012.9,7.76,,
2442,31-12-2023 13:05,48.24,152.9,8016.9,7.96,,
2443,31-12-2023 13:10,47.39,156.9,8020.9,8.17,,
2444,31-12-2023 13:15,49.24,161,8025,8.39,,
2445,31-12-2023 13:20,48.51,164.9,8028.9,8.59,,
2446,31-12-2023 13:25,48.79,169.2,8033.2,8.81,,
2447,31-12-2023 13:30,47.79,173.2,8037.2,9.02,,
2448,31-12-2023 13:35,46.64,177.1,8041.1,9.22,,
2449,31-12-2023 13:40,46.03,180.9,8044.9,9.42,,
2450,31-12-2023 13:45,45.17,184.8,8048.8,9.63,,
2451,31-12-2023 13:50,43.44,188.5,8052.5,9.82,,
2452,31-12-2023 13:55,45.23,192.2,8056.2,10.01,,
2453,31-12-2023 14:00,45.05,195.9,8059.9,10.2,,
2454,31-12-2023 14:05,43.78,199.7,8063.7,10.4,,
2455,31-12-2023 14:10,42.36,203.3,8067.3,10.59,,
2456,31-12-2023 14:15,41.5,206.8,8070.8,10.77,,
2457,31-12-2023 14:20,40.7,210.3,8074.3,10.95,,
2458,31-12-2023 14:25,41.39,214,8078,11.15,,
2459,31-12-2023 14:30,40.13,217.4,8081.4,11.32,,
2460,31-12-2023 14:35,39.07,220.7,8084.7,11.49,,
2461,31-12-2023 14:40,37.78,223.9,8087.9,11.66,,
2462,31-12-2023 14:45,35.71,226.9,8090.9,11.82,,
2463,31-12-2023 14:50,35.98,230,8094,11.98,,
2464,31-12-2023 14:55,35.5,233,8097,12.14,,
2465,31-12-2023 15:00,33.3,235.8,8099.8,12.28,,
2466,31-12-2023 15:05,32.11,238.6,8102.6,12.43,,
2467,31-12-2023 15:10,31.12,241.2,8105.2,12.56,,
2468,31-12-2023 15:15,29.72,243.7,8107.7,12.69,,
2469,31-12-2023 15:20,28.06,246.3,8110.3,12.83,,
2470,31-12-2023 15:25,27.2,248.6,8112.6,12.95,,
2471,31-12-2023 15:30,25.4,250.9,8114.9,13.07,,
2472,31-12-2023 15:35,23.87,252.9,8116.9,13.17,,
2473,31-12-2023 15:40,23.42,254.9,8118.9,13.28,,
2474,31-12-2023 15:45,23.05,256.9,8120.9,13.38,,
2475,31-12-2023 15:50,22.38,258.7,8122.7,13.47,,
2476,31-12-2023 15:55,21.38,260.7,8124.7,13.58,,
2477,31-12-2023 16:00,19.79,262.4,8126.4,13.67,,
2478,31-12-2023 16:05,18.5,264,8128,13.75,,
2479,31-12-2023 16:10,17.61,265.5,8129.5,13.83,,
2480,31-12-2023 16:15,16.18,266.9,8130.9,13.9,,
2481,31-12-2023 16:20,15.28,268.2,8132.2,13.97,,
2482,31-12-2023 16:25,14.39,269.4,8133.4,14.03,,
2483,31-12-2023 16:30,13.11,270.5,8134.5,14.09,,
2484,31-12-2023 16:35,11.91,271.6,8135.6,14.15,,
2485,31-12-2023 16:40,10.77,272.5,8136.5,14.19,,
